蛍	名詞,一般,*,*,*,*,蛍,ホタル,ホタル
daihyo	名詞,一般,*,*,*,*,*
オフサイド	名詞,一般,*,*,*,*,*
＆	記号,一般,*,*,*,*,＆,アンド,アンド
宇宙	名詞,一般,*,*,*,*,宇宙,ウチュウ,ウチュー
開発	名詞,サ変接続,*,*,*,*,開発,カイハツ,カイハツ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
選手	名詞,一般,*,*,*,*,選手,センシュ,センシュ
交代	名詞,サ変接続,*,*,*,*,交代,コウタイ,コータイ
】	記号,括弧閉,*,*,*,*,】,】,】
後半	名詞,副詞可能,*,*,*,*,後半,コウハン,コーハン
19	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
out	名詞,固有名詞,組織,*,*,*,*
武藤	名詞,固有名詞,人名,姓,*,*,武藤,ムトウ,ムトー
→	記号,一般,*,*,*,*,→,→,→
in	名詞,固有名詞,組織,*,*,*,*
大迫	名詞,固有名詞,地域,一般,*,*,大迫,オオバサマ,オーバサマ
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
🇵🇾📺	記号,一般,*,*,*,*,*
日本テレビ	名詞,固有名詞,組織,*,*,*,日本テレビ,ニホンテレビ,ニホンテレビ
系	名詞,接尾,一般,*,*,*,系,ケイ,ケイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
全国	名詞,一般,*,*,*,*,全国,ゼンコク,ゼンコク
生	名詞,接尾,一般,*,*,*,生,セイ,セイ
中継	名詞,サ変接続,*,*,*,*,中継,チュウケイ,チューケイ
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ
情報	名詞,一般,*,*,*,*,情報,ジョウホウ,ジョーホー
▷	名詞,サ変接続,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
zhOvP	名詞,一般,*,*,*,*,*
9	名詞,数,*,*,*,*,*
vUpJ	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
力	名詞,一般,*,*,*,*,力,チカラ,チカラ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
2018	名詞,数,*,*,*,*,*
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー
側	名詞,接尾,一般,*,*,*,側,ガワ,ガワ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
看板	名詞,一般,*,*,*,*,看板,カンバン,カンバン
。	記号,句点,*,*,*,*,。,。,。
数々	名詞,副詞可能,*,*,*,*,数々,カズカズ,カズカズ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
アルファベット	名詞,一般,*,*,*,*,アルファベット,アルファベット,アルファベット
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
並ぶ	動詞,自立,*,*,五段・バ行,基本形,並ぶ,ナラブ,ナラブ
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
。	記号,句点,*,*,*,*,。,。,。
「	記号,括弧開,*,*,*,*,「,「,「
ガリガリ	副詞,助詞類接続,*,*,*,*,ガリガリ,ガリガリ,ガリガリ
君	名詞,代名詞,一般,*,*,*,君,キミ,キミ
」	記号,括弧閉,*,*,*,*,」,」,」
の	助詞,連体化,*,*,*,*,の,ノ,ノ
文字	名詞,一般,*,*,*,*,文字,モジ,モジ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
なんだか	副詞,一般,*,*,*,*,なんだか,ナンダカ,ナンダカ
誇らしい	形容詞,自立,*,*,形容詞・イ段,基本形,誇らしい,ホコラシイ,ホコラシイ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
ガリガリ	副詞,助詞類接続,*,*,*,*,ガリガリ,ガリガリ,ガリガリ
君	名詞,代名詞,一般,*,*,*,君,キミ,キミ
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
冗談	名詞,一般,*,*,*,*,冗談,ジョウダン,ジョーダン
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
…	記号,一般,*,*,*,*,…,…,…
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
Goal	名詞,一般,*,*,*,*,*
!!】	名詞,サ変接続,*,*,*,*,*
後半	名詞,副詞可能,*,*,*,*,後半,コウハン,コーハン
18	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
／	記号,一般,*,*,*,*,／,／,／
乾	名詞,固有名詞,人名,姓,*,*,乾,イヌイ,イヌイ
貴士	名詞,固有名詞,人名,名,*,*,貴士,タカシ,タカシ
⚽	名詞,サ変接続,*,*,*,*,*
国際	名詞,一般,*,*,*,*,国際,コクサイ,コクサイ
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
🇵🇾📺	記号,一般,*,*,*,*,*
日本テレビ	名詞,固有名詞,組織,*,*,*,日本テレビ,ニホンテレビ,ニホンテレビ
系	名詞,接尾,一般,*,*,*,系,ケイ,ケイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
全国	名詞,一般,*,*,*,*,全国,ゼンコク,ゼンコク
生	名詞,接尾,一般,*,*,*,生,セイ,セイ
中継	名詞,サ変接続,*,*,*,*,中継,チュウケイ,チューケイ
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ
情報	名詞,一般,*,*,*,*,情報,ジョウホウ,ジョーホー
▷	名詞,サ変接続,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
zhOvP	名詞,一般,*,*,*,*,*
9	名詞,数,*,*,*,*,*
ejyb	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
力	名詞,一般,*,*,*,*,力,チカラ,チカラ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
20	名詞,数,*,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
RT	名詞,固有名詞,組織,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
livedoornews	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
】	記号,括弧閉,*,*,*,*,】,】,】
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
！！(	名詞,サ変接続,*,*,*,*,*
後半	名詞,副詞可能,*,*,*,*,後半,コウハン,コーハン
18	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
）	記号,括弧閉,*,*,*,*,）,）,）
🇯🇵	記号,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
2	名詞,数,*,*,*,*,*
ー	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
乾	名詞,固有名詞,人名,姓,*,*,乾,イヌイ,イヌイ
貴士	名詞,固有名詞,人名,名,*,*,貴士,タカシ,タカシ
、	記号,読点,*,*,*,*,、,、,、
本日	名詞,副詞可能,*,*,*,*,本日,ホンジツ,ホンジツ
2	名詞,数,*,*,*,*,*
点	名詞,接尾,助数詞,*,*,*,点,テン,テン
目	名詞,接尾,一般,*,*,*,目,メ,メ
！	記号,一般,*,*,*,*,！,！,！
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
成功	名詞,サ変接続,*,*,*,*,成功,セイコウ,セイコー
！！(	名詞,サ変接続,*,*,*,*,*
写真	名詞,一般,*,*,*,*,写真,シャシン,シャシン
：	記号,一般,*,*,*,*,：,：,：
ゲッティ	名詞,一般,*,*,*,*,*
）#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
ziKuYoiwHm	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
atlrs	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
、	記号,読点,*,*,*,*,、,、,、
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
！	記号,一般,*,*,*,*,！,！,！
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
サコ	名詞,一般,*,*,*,*,*
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー
出場	名詞,サ変接続,*,*,*,*,出場,シュツジョウ,シュツジョー
！#	名詞,サ変接続,*,*,*,*,*
antlers	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
kashima	名詞,一般,*,*,*,*,*
植田	名詞,固有名詞,地域,一般,*,*,植田,ウエダ,ウエダ
直通	名詞,サ変接続,*,*,*,*,直通,チョクツウ,チョクツー
、	記号,読点,*,*,*,*,、,、,、
昌子	名詞,固有名詞,人名,姓,*,*,昌子,ショウジ,ショージ
源	名詞,固有名詞,人名,名,*,*,源,ハジメ,ハジメ
、	記号,読点,*,*,*,*,、,、,、
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
、	記号,読点,*,*,*,*,、,、,、
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
勇	名詞,固有名詞,人名,名,*,*,勇,イサム,イサム
也	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
4	名詞,数,*,*,*,*,*
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
揃っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,揃う,ソロッ,ソロッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ピッチ	名詞,一般,*,*,*,*,ピッチ,ピッチ,ピッチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
アントラーズ	名詞,固有名詞,一般,*,*,*,アントラーズ,アントラーズ,アントラーズ
モバイル	名詞,一般,*,*,*,*,モバイル,モバイル,モバイル
：	記号,一般,*,*,*,*,：,：,：
https	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
ザキオカ	名詞,固有名詞,組織,*,*,*,*
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
…	記号,一般,*,*,*,*,…,…,…
エネルギー	名詞,一般,*,*,*,*,エネルギー,エネルギー,エネルギー
使い	動詞,自立,*,*,五段・ワ行促音便,連用形,使う,ツカイ,ツカイ
尽くし	動詞,非自立,*,*,五段・サ行,連用形,尽くす,ツクシ,ツクシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
w	名詞,固有名詞,一般,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
前回	名詞,一般,*,*,*,*,前回,ゼンカイ,ゼンカイ
ブラジル	名詞,固有名詞,地域,国,*,*,ブラジル,ブラジル,ブラジル
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
時点	名詞,一般,*,*,*,*,時点,ジテン,ジテン
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ
まとも	名詞,形容動詞語幹,*,*,*,*,まとも,マトモ,マトモ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
得点	名詞,サ変接続,*,*,*,*,得点,トクテン,トクテン
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
乾	名詞,一般,*,*,*,*,乾,イヌイ,イヌイ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
、	記号,読点,*,*,*,*,、,、,、
ふたり	名詞,一般,*,*,*,*,ふたり,フタリ,フタリ
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ
本田	名詞,固有名詞,組織,*,*,*,本田,ホンダ,ホンダ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
まったく	副詞,助詞類接続,*,*,*,*,まったく,マッタク,マッタク
合わ	動詞,自立,*,*,五段・ワ行促音便,未然形,合う,アワ,アワ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。	記号,句点,*,*,*,*,。,。,。
電通	名詞,固有名詞,組織,*,*,*,電通,デンツウ,デンツー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
本田	名詞,固有名詞,人名,姓,*,*,本田,ホンダ,ホンダ
ジャパン	名詞,固有名詞,地域,国,*,*,ジャパン,ジャパン,ジャパン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
限り	名詞,非自立,副詞可能,*,*,*,限り,カギリ,カギリ
、	記号,読点,*,*,*,*,、,、,、
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
宝	名詞,一般,*,*,*,*,宝,タカラ,タカラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
持ち腐れ	名詞,一般,*,*,*,*,持ち腐れ,モチグサレ,モチグサレ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ
なら	動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,固有名詞,組織,*,*,*,*
岡崎	名詞,固有名詞,一般,*,*,*,岡崎,オカザキ,オカザキ
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
カイト	名詞,固有名詞,人名,姓,*,*,カイト,カイト,カイト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
つぶやき	名詞,一般,*,*,*,*,つぶやき,ツブヤキ,ツブヤキ
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
hirokiku	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
ch	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
さあ	感動詞,*,*,*,*,*,さあ,サア,サー
出番	名詞,一般,*,*,*,*,出番,デバン,デバン
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
！	記号,一般,*,*,*,*,！,！,！
#	名詞,サ変接続,*,*,*,*,*
残念	名詞,形容動詞語幹,*,*,*,*,残念,ザンネン,ザンネン
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
中村	名詞,固有名詞,人名,姓,*,*,中村,ナカムラ,ナカムラ
航	名詞,固有名詞,人名,名,*,*,航,ワタル,ワタル
輔	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
中村	名詞,固有名詞,人名,姓,*,*,中村,ナカムラ,ナカムラ
航	名詞,固有名詞,人名,名,*,*,航,ワタル,ワタル
輔	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
柏レイソル	名詞,固有名詞,組織,*,*,*,柏レイソル,カシワレイソル,カシワレイソル
#	名詞,サ変接続,*,*,*,*,*
reysol	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
柏	名詞,一般,*,*,*,*,柏,カシワ,カシワ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
10	名詞,数,*,*,*,*,*
分間	名詞,接尾,助数詞,*,*,*,分間,フンカン,フンカン
似顔絵	名詞,一般,*,*,*,*,似顔絵,ニガオエ,ニガオエ
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
O	名詞,一般,*,*,*,*,*
9	名詞,数,*,*,*,*,*
zQLSuctD	名詞,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
色々	副詞,助詞類接続,*,*,*,*,色々,イロイロ,イロイロ
試す	動詞,自立,*,*,五段・サ行,基本形,試す,タメス,タメス
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
も	助詞,係助詞,*,*,*,*,も,モ,モ
大事	名詞,形容動詞語幹,*,*,*,*,大事,ダイジ,ダイジ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
ー	名詞,一般,*,*,*,*,*
と	助詞,格助詞,引用,*,*,*,と,ト,ト
負け	動詞,自立,*,*,一段,連用形,負ける,マケ,マケ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
勝っ	動詞,自立,*,*,五段・タ行,連用タ接続,勝つ,カッ,カッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
欲しい	形容詞,非自立,*,*,形容詞・イ段,基本形,欲しい,ホシイ,ホシイ
。	記号,句点,*,*,*,*,。,。,。
負け	動詞,自立,*,*,一段,連用形,負ける,マケ,マケ
続ける	動詞,非自立,*,*,一段,基本形,続ける,ツヅケル,ツズケル
と	助詞,格助詞,引用,*,*,*,と,ト,ト
強がり	動詞,自立,*,*,五段・ラ行,連用形,強がる,ツヨガリ,ツヨガリ
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
も	助詞,係助詞,*,*,*,*,も,モ,モ
メンタル	名詞,形容動詞語幹,*,*,*,*,メンタル,メンタル,メンタル
やら	動詞,自立,*,*,五段・ラ行,未然形,やる,ヤラ,ヤラ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。	記号,句点,*,*,*,*,。,。,。
勝つ	動詞,自立,*,*,五段・タ行,基本形,勝つ,カツ,カツ
って	助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
大事	名詞,形容動詞語幹,*,*,*,*,大事,ダイジ,ダイジ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
chidajunsei	名詞,一般,*,*,*,*,*
3163	名詞,数,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
スタメン	名詞,一般,*,*,*,*,スタメン,スタメン,スタメン
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
PU	名詞,一般,*,*,*,*,*
254	名詞,数,*,*,*,*,*
yMH	名詞,一般,*,*,*,*,*
65	名詞,数,*,*,*,*,*
オカザキ	名詞,一般,*,*,*,*,*
〜	記号,一般,*,*,*,*,〜,〜,〜
アウト	名詞,一般,*,*,*,*,アウト,アウト,アウト
〜	記号,一般,*,*,*,*,〜,〜,〜
#	名詞,サ変接続,*,*,*,*,*
ntv	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
RT	名詞,一般,*,*,*,*,*
@_	名詞,サ変接続,*,*,*,*,*
d	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
s	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
7	名詞,数,*,*,*,*,*
_:	名詞,サ変接続,*,*,*,*,*
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
QBK	名詞,固有名詞,組織,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
乾	名詞,一般,*,*,*,*,乾,イヌイ,イヌイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
パス	名詞,サ変接続,*,*,*,*,パス,パス,パス
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
反応	名詞,サ変接続,*,*,*,*,反応,ハンノウ,ハンノー
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ
ず	助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
、	記号,読点,*,*,*,*,、,、,、
ど	接頭詞,名詞接続,*,*,*,*,ど,ド,ド
フリー	名詞,一般,*,*,*,*,フリー,フリー,フリー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
ふかす	動詞,自立,*,*,五段・サ行,基本形,ふかす,フカス,フカス
。	記号,句点,*,*,*,*,。,。,。
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
クビ	名詞,一般,*,*,*,*,クビ,クビ,クビ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
anlgc	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
後半	名詞,副詞可能,*,*,*,*,後半,コウハン,コーハン
１	名詞,数,*,*,*,*,１,イチ,イチ
８	名詞,数,*,*,*,*,８,ハチ,ハチ
