本田	名詞,固有名詞,組織,*,*,*,本田,ホンダ,ホンダ
キック	名詞,サ変接続,*,*,*,*,キック,キック,キック
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
てん	動詞,非自立,*,*,一段,体言接続特殊,てる,テン,テン
の	助詞,終助詞,*,*,*,*,の,ノ,ノ
。	記号,句点,*,*,*,*,。,。,。
素晴らしい	形容詞,自立,*,*,形容詞・イ段,基本形,素晴らしい,スバラシイ,スバラシイ
。	記号,句点,*,*,*,*,。,。,。
あと	名詞,一般,*,*,*,*,あと,アト,アト
エラ	名詞,一般,*,*,*,*,エラ,エラ,エラ
シコ	名詞,一般,*,*,*,*,シコ,シコ,シコ
出来	動詞,自立,*,*,一段,連用形,出来る,デキ,デキ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
完璧	名詞,一般,*,*,*,*,完璧,カンペキ,カンペキ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ
トップ	名詞,一般,*,*,*,*,トップ,トップ,トップ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
出し手	名詞,一般,*,*,*,*,出し手,ダシテ,ダシテ
も	助詞,係助詞,*,*,*,*,も,モ,モ
飛び出し	動詞,自立,*,*,五段・サ行,連用形,飛び出す,トビダシ,トビダシ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
狙お	動詞,自立,*,*,五段・ワ行促音便,未然ウ接続,狙う,ネラオ,ネラオ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
っていう	助詞,格助詞,連語,*,*,*,っていう,ッテイウ,ッテユウ
選択肢	名詞,一般,*,*,*,*,選択肢,センタクシ,センタクシ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
考える	動詞,自立,*,*,一段,基本形,考える,カンガエル,カンガエル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
～	名詞,サ変接続,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
SelfcontrolDora	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
失点	名詞,サ変接続,*,*,*,*,失点,シッテン,シッテン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
、	記号,読点,*,*,*,*,、,、,、
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
楽しめ	動詞,自立,*,*,一段,連用形,楽しめる,タノシメ,タノシメ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
。	記号,句点,*,*,*,*,。,。,。
乾	名詞,一般,*,*,*,*,乾,イヌイ,イヌイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
キック	名詞,サ変接続,*,*,*,*,キック,キック,キック
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
精度	名詞,一般,*,*,*,*,精度,セイド,セイド
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
武藤	名詞,固有名詞,人名,姓,*,*,武藤,ムトウ,ムトー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
わざと	副詞,一般,*,*,*,*,わざと,ワザト,ワザト
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
あげ	動詞,自立,*,*,一段,未然形,あげる,アゲ,アゲ
させ	動詞,接尾,*,*,一段,連用形,させる,サセ,サセ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
？	記号,一般,*,*,*,*,？,？,？
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
bell	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
swa	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
さっき	名詞,副詞可能,*,*,*,*,さっき,サッキ,サッキ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
マレー	名詞,固有名詞,地域,一般,*,*,マレー,マレー,マレー
ロ	名詞,固有名詞,組織,*,*,*,ロ,ロ,ロ
だの	助詞,並立助詞,*,*,*,*,だの,ダノ,ダノ
ロメ	名詞,固有名詞,地域,一般,*,*,ロメ,ロメ,ロメ
ロ	名詞,固有名詞,組織,*,*,*,ロ,ロ,ロ
だの	助詞,並立助詞,*,*,*,*,だの,ダノ,ダノ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
オリックスバファローズ	名詞,一般,*,*,*,*,*
＼#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
×	記号,一般,*,*,*,*,×,カケル,カケル
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
📣	記号,一般,*,*,*,*,*
／	記号,一般,*,*,*,*,／,／,／
相手	名詞,一般,*,*,*,*,相手,アイテ,アイテ
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
フリー	名詞,一般,*,*,*,*,フリー,フリー,フリー
キック	名詞,サ変接続,*,*,*,*,キック,キック,キック
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
直接	名詞,副詞可能,*,*,*,*,直接,チョクセツ,チョクセツ
狙う	動詞,自立,*,*,五段・ワ行促音便,基本形,狙う,ネラウ,ネラウ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
惜しくも	副詞,一般,*,*,*,*,惜しくも,オシクモ,オシクモ
クロスバー	名詞,一般,*,*,*,*,クロスバー,クロスバー,クロスバー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
かすめ	動詞,自立,*,*,一段,連用形,かすめる,カスメ,カスメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
外れる	動詞,自立,*,*,一段,基本形,外れる,ハズレル,ハズレル
(	名詞,サ変接続,*,*,*,*,*
40	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
)#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
ジャパン	名詞,固有名詞,地域,国,*,*,ジャパン,ジャパン,ジャパン
#	名詞,サ変接続,*,*,*,*,*
ワールドカップ	名詞,固有名詞,一般,*,*,*,ワールドカップ,ワールドカップ,ワールドカップ
…	記号,一般,*,*,*,*,…,…,…
https	名詞,固有名詞,組織,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
nSlmfzU	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
zx	名詞,一般,*,*,*,*,*
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
の	助詞,連体化,*,*,*,*,の,ノ,ノ
匂い	名詞,一般,*,*,*,*,匂い,ニオイ,ニオイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
し	動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
、	記号,読点,*,*,*,*,、,、,、
無臭	名詞,一般,*,*,*,*,無臭,ムシュウ,ムシュー
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ
先発	名詞,サ変接続,*,*,*,*,先発,センパツ,センパツ
遠藤	名詞,固有名詞,人名,姓,*,*,遠藤,エンドウ,エンドー
sb	名詞,固有名詞,組織,*,*,*,*
キツイ	名詞,一般,*,*,*,*,*
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ
。	記号,句点,*,*,*,*,。,。,。
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
終盤	名詞,一般,*,*,*,*,終盤,シュウバン,シューバン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
守備	名詞,サ変接続,*,*,*,*,守備,シュビ,シュビ
補強	名詞,サ変接続,*,*,*,*,補強,ホキョウ,ホキョー
ボランチ	名詞,一般,*,*,*,*,*
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
どうせ	副詞,一般,*,*,*,*,どうせ,ドウセ,ドーセ
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
合わ	動詞,自立,*,*,五段・ワ行促音便,未然形,合う,アワ,アワ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
持ち込ん	動詞,自立,*,*,五段・マ行,連用タ接続,持ち込む,モチコン,モチコン
で	助詞,接続助詞,*,*,*,*,で,デ,デ
シュート	名詞,サ変接続,*,*,*,*,シュート,シュート,シュート
打っ	動詞,自立,*,*,五段・タ行,連用タ接続,打つ,ウッ,ウッ
ちゃ	助詞,接続助詞,*,*,*,*,ちゃ,チャ,チャ
えよ	動詞,非自立,*,*,一段,命令ｙｏ,える,エヨ,エヨ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
lFOsfs	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
hoF	名詞,一般,*,*,*,*,*
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
雨	名詞,接尾,一般,*,*,*,雨,ウ,ウ
男	名詞,一般,*,*,*,*,男,オトコ,オトコ
疑惑	名詞,一般,*,*,*,*,疑惑,ギワク,ギワク
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
ふんわり	副詞,一般,*,*,*,*,ふんわり,フンワリ,フンワリ
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だって	助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
早い	形容詞,自立,*,*,形容詞・アウオ段,基本形,早い,ハヤイ,ハヤイ
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
蹴れ	動詞,自立,*,*,五段・ラ行,命令ｅ,蹴る,ケレ,ケレ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だって	助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だって	助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
？	記号,一般,*,*,*,*,？,？,？
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
〜	記号,一般,*,*,*,*,〜,〜,〜
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
の	助詞,連体化,*,*,*,*,の,ノ,ノ
質	名詞,一般,*,*,*,*,質,シツ,シツ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
…	記号,一般,*,*,*,*,…,…,…
(´	名詞,サ変接続,*,*,*,*,*
ｰ	名詞,一般,*,*,*,*,*
｀)#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
lFOsfs	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
hoF	名詞,一般,*,*,*,*,*
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
の	助詞,連体化,*,*,*,*,の,ノ,ノ
精度	名詞,一般,*,*,*,*,精度,セイド,セイド
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
低	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,低い,ヒク,ヒク
すぎる	動詞,非自立,*,*,一段,基本形,すぎる,スギル,スギル
。	記号,句点,*,*,*,*,。,。,。
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
本田	名詞,固有名詞,人名,姓,*,*,本田,ホンダ,ホンダ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
、	記号,読点,*,*,*,*,、,、,、
岳	名詞,一般,*,*,*,*,岳,タケ,タケ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
FK	名詞,一般,*,*,*,*,*
外し	動詞,自立,*,*,五段・サ行,連用形,外す,ハズシ,ハズシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
後	名詞,非自立,副詞可能,*,*,*,後,ノチ,ノチ
「	記号,括弧開,*,*,*,*,「,「,「
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
決める	動詞,自立,*,*,一段,基本形,決める,キメル,キメル
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー
～」	名詞,サ変接続,*,*,*,*,*
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
顔	名詞,一般,*,*,*,*,顔,カオ,カオ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
やめ	動詞,自立,*,*,一段,連用形,やめる,ヤメ,ヤメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
もらっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
？	記号,一般,*,*,*,*,？,？,？
あなた	名詞,代名詞,一般,*,*,*,あなた,アナタ,アナタ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
壁	名詞,一般,*,*,*,*,壁,カベ,カベ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
当たっ	動詞,自立,*,*,五段・ラ行,連用タ接続,当たる,アタッ,アタッ
ちゃう	動詞,非自立,*,*,五段・ワ行促音便,基本形,ちゃう,チャウ,チャウ
でしょ	助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
乾	名詞,一般,*,*,*,*,乾,イヌイ,イヌイ
も	助詞,係助詞,*,*,*,*,も,モ,モ
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
選択	名詞,サ変接続,*,*,*,*,選択,センタク,センタク
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
、	記号,読点,*,*,*,*,、,、,、
正直	名詞,形容動詞語幹,*,*,*,*,正直,ショウジキ,ショージキ
、	記号,読点,*,*,*,*,、,、,、
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
可能	名詞,形容動詞語幹,*,*,*,*,可能,カノウ,カノー
性	名詞,接尾,一般,*,*,*,性,セイ,セイ
薄い	形容詞,自立,*,*,形容詞・アウオ段,基本形,薄い,ウスイ,ウスイ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。	記号,句点,*,*,*,*,。,。,。
HS	名詞,一般,*,*,*,*,*
奥	名詞,一般,*,*,*,*,奥,オク,オク
ないし	接続詞,*,*,*,*,*,ないし,ナイシ,ナイシ
ボックス	名詞,一般,*,*,*,*,ボックス,ボックス,ボックス
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
侵入	名詞,サ変接続,*,*,*,*,侵入,シンニュウ,シンニュー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
試みよ	動詞,自立,*,*,一段,未然ウ接続,試みる,ココロミヨ,ココロミヨ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
ぜ	助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
遠藤	名詞,固有名詞,人名,姓,*,*,遠藤,エンドウ,エンドー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
出	動詞,自立,*,*,一段,連用形,出る,デ,デ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
って	助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
、	記号,読点,*,*,*,*,、,、,、
いずれ	副詞,助詞類接続,*,*,*,*,いずれ,イズレ,イズレ
、	記号,読点,*,*,*,*,、,、,、
３	名詞,数,*,*,*,*,３,サン,サン
バック	名詞,サ変接続,*,*,*,*,バック,バック,バック
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
変更	名詞,サ変接続,*,*,*,*,変更,ヘンコウ,ヘンコー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー
。	記号,句点,*,*,*,*,。,。,。
　#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
vs	名詞,固有名詞,組織,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
GoalJP	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
Official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
＼#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
×	記号,一般,*,*,*,*,×,カケル,カケル
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
📣	記号,一般,*,*,*,*,*
／#	名詞,サ変接続,*,*,*,*,*
オスカル・ロメロ	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
